codesystem	code	description_code	value_en	description_en
obo	obo:UBERON_0035610	hair canal	hair canal	hair canal
obo	obo:UBERON_0001154	vermiform appendix	vermiform appendix	vermiform appendix
obo	obo:UBERON_0035769	mesenteric ganglion	mesenteric ganglion	mesenteric ganglion
obo	obo:UBERON_0000017	exocrine pancreas	exocrine pancreas	exocrine pancreas
obo	obo:UBERON_0011017	semispinalis muscle	semispinalis muscle	semispinalis muscle
obo	obo:UBERON_3000762	epicoracoid	epicoracoid	epicoracoid
obo	obo:PR_000002031	PR_000002031	PR_000002031	PR_000002031
obo	obo:UBERON_0003423	UBERON_0003423	UBERON_0003423	UBERON_0003423
obo	obo:UBERON_0035371	retroperitoneal lymph node	retroperitoneal lymph node	retroperitoneal lymph node
obo	obo:UBERON_0024329	obsolete predominantly white regional part of cerebral peduncle	obsolete predominantly white regional part of cerebral peduncle	obsolete predominantly white regional part of cerebral peduncle
obo	obo:UBERON_0008304	inner chondrogenic layer of perichondrium	inner chondrogenic layer of perichondrium	inner chondrogenic layer of perichondrium
obo	obo:UBERON_0006604	lamina orbitonasalis	lamina orbitonasalis	lamina orbitonasalis
obo	obo:UBERON_0010895	sequential hermaphroditic organism	sequential hermaphroditic organism	sequential hermaphroditic organism
obo	obo:UBERON_2000068	neural plate proneural cluster	neural plate proneural cluster	neural plate proneural cluster
obo	obo:UBERON_0009207	geschmacksstreifen	geschmacksstreifen	geschmacksstreifen
obo	obo:UBERON_3000771	acetabular depression	acetabular depression	acetabular depression
obo	obo:UBERON_0012361	internal anal region	internal anal region	internal anal region
obo	obo:UBERON_2005380	dorsal fin proximal radial bone 3	dorsal fin proximal radial bone 3	dorsal fin proximal radial bone 3
obo	obo:UBERON_0002869	diffuse reticular nucleus	diffuse reticular nucleus	diffuse reticular nucleus
obo	obo:UBERON_0011919	yolk sac blood island	yolk sac blood island	yolk sac blood island
obo	obo:UBERON_0023127	obsolete predominantly gray regional part of hypothalamus	obsolete predominantly gray regional part of hypothalamus	obsolete predominantly gray regional part of hypothalamus
obo	obo:UBERON_0018252	internal pudendal vein	internal pudendal vein	internal pudendal vein
obo	obo:UBERON_3010183	femoral glands	femoral glands	femoral glands
obo	obo:UBERON_0001047	neural glomerulus	neural glomerulus	neural glomerulus
obo	obo:UBERON_0002305	layer of hippocampus	layer of hippocampus	layer of hippocampus
obo	obo:UBERON_0001850	lacrimal drainage system	lacrimal drainage system	lacrimal drainage system
obo	obo:UBERON_0004453	metacarpus region	metacarpus region	metacarpus region
obo	obo:UBERON_0003550	forebrain pia mater	forebrain pia mater	forebrain pia mater
obo	obo:UBERON_0010347	6th arch mesenchyme from head mesenchyme	6th arch mesenchyme from head mesenchyme	6th arch mesenchyme from head mesenchyme
obo	obo:UBERON_2000307	vestibulolateralis lobe	vestibulolateralis lobe	vestibulolateralis lobe
obo	obo:UBERON_0006035	interdigital region between manual digits 4 and 5	interdigital region between manual digits 4 and 5	interdigital region between manual digits 4 and 5
obo	obo:UBERON_0018328	incisura fossa	incisura fossa	incisura fossa
obo	obo:UBERON_0003316	mesenchyme of yolk sac	mesenchyme of yolk sac	mesenchyme of yolk sac
obo	obo:UBERON_0001616	maxillary artery	maxillary artery	maxillary artery
obo	obo:UBERON_0004335	proximal phalanx of pedal digit 4	proximal phalanx of pedal digit 4	proximal phalanx of pedal digit 4
obo	obo:UBERON_4300158	ectepicondylar depression	ectepicondylar depression	ectepicondylar depression
obo	obo:UBERON_3000086	cavum internasale	cavum internasale	cavum internasale
obo	obo:UBERON_0015219	middle nasal meatus	middle nasal meatus	middle nasal meatus
obo	obo:UBERON_0007741	metacarpophalangeal joint of manual digit 3	metacarpophalangeal joint of manual digit 3	metacarpophalangeal joint of manual digit 3
obo	obo:UBERON_3010379	inner fin tissue	inner fin tissue	inner fin tissue
obo	obo:UBERON_2000498	dilator operculi	dilator operculi	dilator operculi
obo	obo:UBERON_0032288	UBERON_0032288	UBERON_0032288	UBERON_0032288
obo	obo:UBERON_0001359	cerebrospinal fluid	cerebrospinal fluid	cerebrospinal fluid
obo	obo:UBERON_0005668	UBERON_0005668	UBERON_0005668	UBERON_0005668
obo	obo:UBERON_0004765	skeletal element	skeletal element	skeletal element
obo	obo:UBERON_3010145	otic operculum	otic operculum	otic operculum
obo	obo:UBERON_0001970	bile	bile	bile
obo	obo:UBERON_0003670	smegma	smegma	smegma
obo	obo:UBERON_0014670	distal interphalangeal joint of manual digit 4	distal interphalangeal joint of manual digit 4	distal interphalangeal joint of manual digit 4
obo	obo:UBERON_0001928	preoptic area	preoptic area	preoptic area
obo	obo:UBERON_6003021	adult mesothoracic segment	adult mesothoracic segment	adult mesothoracic segment
obo	obo:UBERON_0014628	vestibular fissure of the cochlear canal	vestibular fissure of the cochlear canal	vestibular fissure of the cochlear canal
obo	obo:UBERON_3000121	obsolete dense connective tissue	obsolete dense connective tissue	obsolete dense connective tissue
obo	obo:UBERON_0035815	paracardial fat	paracardial fat	paracardial fat
obo	obo:UBERON_0009637	alisphenoid ossification center	alisphenoid ossification center	alisphenoid ossification center
obo	obo:UBERON_2002198	obsolete head muscle	obsolete head muscle	obsolete head muscle
obo	obo:UBERON_0012200	anterior intercostal vein	anterior intercostal vein	anterior intercostal vein
obo	obo:UBERON_2002082	basal fulcrum	basal fulcrum	basal fulcrum
obo	obo:UBERON_2000800	obsolete muscle pioneer somite 9	obsolete muscle pioneer somite 9	obsolete muscle pioneer somite 9
obo	obo:UBERON_0007486	fluid-based anatomical entity	fluid-based anatomical entity	fluid-based anatomical entity
obo	obo:UBERON_0004883	lung mesenchyme	lung mesenchyme	lung mesenchyme
obo	obo:UBERON_0012243	nuptial pad	nuptial pad	nuptial pad
obo	obo:UBERON_0014638	lumbar spinal cord dorsal horn	lumbar spinal cord dorsal horn	lumbar spinal cord dorsal horn
obo	obo:UBERON_0015883	gluteal lymph node	gluteal lymph node	gluteal lymph node
obo	obo:UBERON_0010940	muscle of digastric group	muscle of digastric group	muscle of digastric group
obo	obo:UBERON_0003512	lung blood vessel	lung blood vessel	lung blood vessel
obo	obo:UBERON_2001406	kinethmoid bone	kinethmoid bone	kinethmoid bone
obo	obo:UBERON_0002103	hindlimb	hindlimb	hindlimb
obo	obo:UBERON_0001200	submucosa of stomach	submucosa of stomach	submucosa of stomach
obo	obo:UBERON_0010001	cell cluster organ	cell cluster organ	cell cluster organ
obo	obo:UBERON_2005415	inner ear foramen	inner ear foramen	inner ear foramen
obo	obo:UBERON_0008424	inguinal mammary gland	inguinal mammary gland	inguinal mammary gland
obo	obo:UBERON_0004802	respiratory tract epithelium	respiratory tract epithelium	respiratory tract epithelium
obo	obo:UBERON_0005821	gracile fasciculus	gracile fasciculus	gracile fasciculus
obo	obo:UBERON_0007521	smooth muscle sphincter	smooth muscle sphincter	smooth muscle sphincter
obo	obo:UBERON_0001391	popliteus muscle	popliteus muscle	popliteus muscle
obo	obo:UBERON_0003091	thyroid primordium	thyroid primordium	thyroid primordium
obo	obo:PR_000010543	PR_000010543	PR_000010543	PR_000010543
obo	obo:UBERON_0000372	extensor digitorum brevis pes	extensor digitorum brevis pes	extensor digitorum brevis pes
obo	obo:UBERON_0001157	transverse colon	transverse colon	transverse colon
obo	obo:UBERON_0000949	endocrine system	endocrine system	endocrine system
obo	obo:UBERON_2000309	external yolk syncytial layer	external yolk syncytial layer	external yolk syncytial layer
obo	obo:UBERON_0006263	Meckel's cartilage pre-cartilage condensation	Meckel's cartilage pre-cartilage condensation	Meckel's cartilage pre-cartilage condensation
obo	obo:UBERON_0004115	blood vessel of tympanic cavity	blood vessel of tympanic cavity	blood vessel of tympanic cavity
obo	obo:UBERON_2002009	medial cartilage of palatine	medial cartilage of palatine	medial cartilage of palatine
obo	obo:UBERON_0035044	olfactory cortex layer 3	olfactory cortex layer 3	olfactory cortex layer 3
obo	obo:UBERON_0004563	forelimb digital vein	forelimb digital vein	forelimb digital vein
obo	obo:UBERON_0002415	tail	tail	tail
obo	obo:UBERON_0034720	head taste bud	head taste bud	head taste bud
obo	obo:UBERON_0003389	mesothelium of diaphragm	mesothelium of diaphragm	mesothelium of diaphragm
obo	obo:UBERON_2001564	hypural 5	hypural 5	hypural 5
obo	obo:UBERON_0011264	femoral pore	femoral pore	femoral pore
obo	obo:UBERON_0026384	lateral orbital sulcus	lateral orbital sulcus	lateral orbital sulcus
obo	obo:UBERON_0010127	future dorsal motor nucleus of vagus	future dorsal motor nucleus of vagus	future dorsal motor nucleus of vagus
obo	obo:UBERON_0007358	abomasum	abomasum	abomasum
obo	obo:UBERON_0002533	post-anal tail bud	post-anal tail bud	post-anal tail bud
obo	obo:UBERON_2002127	myorhabdoid bone	myorhabdoid bone	myorhabdoid bone
obo	obo:UBERON_3010424	right channel of ventral aorta	right channel of ventral aorta	right channel of ventral aorta
obo	obo:UBERON_0010930	interhyoideus	interhyoideus	interhyoideus
obo	obo:UBERON_0035162	infraclavicular lymph node	infraclavicular lymph node	infraclavicular lymph node
obo	obo:UBERON_0005658	secondary palatal shelf epithelium	secondary palatal shelf epithelium	secondary palatal shelf epithelium
obo	obo:UBERON_0005136	metanephric glomerular endothelium	metanephric glomerular endothelium	metanephric glomerular endothelium
obo	obo:UBERON_0026845	obsolete predominantly gray regional part of Preoptic area	obsolete predominantly gray regional part of Preoptic area	obsolete predominantly gray regional part of Preoptic area
obo	obo:UBERON_0013533	Brodmann (1909) area 2	Brodmann (1909) area 2	Brodmann (1909) area 2
obo	obo:UBERON_0005050	liver papillary process	liver papillary process	liver papillary process
obo	obo:UBERON_0005008	mucosa of minor calyx	mucosa of minor calyx	mucosa of minor calyx
obo	obo:UBERON_3010499	coeliaco-mesenteric artery	coeliaco-mesenteric artery	coeliaco-mesenteric artery
obo	obo:UBERON_0035034	eyelid epithelium	eyelid epithelium	eyelid epithelium
obo	obo:UBERON_0010887	tragus	tragus	tragus
obo	obo:UBERON_2000739	epaxial region somite 11	epaxial region somite 11	epaxial region somite 11
obo	obo:UBERON_2002192	dorsolateral motor nucleus of vagal nerve	dorsolateral motor nucleus of vagal nerve	dorsolateral motor nucleus of vagal nerve
obo	obo:UBERON_0005896	obsolete jointed/prehensile appendage	obsolete jointed/prehensile appendage	obsolete jointed/prehensile appendage
obo	obo:UBERON_0004993	mucosa of sigmoid colon	mucosa of sigmoid colon	mucosa of sigmoid colon
obo	obo:UBERON_0002845	first thoracic dorsal root ganglion	first thoracic dorsal root ganglion	first thoracic dorsal root ganglion
obo	obo:UBERON_0018596	lower lateral primary incisor tooth	lower lateral primary incisor tooth	lower lateral primary incisor tooth
obo	obo:UBERON_2002041	parapophysis 6	parapophysis 6	parapophysis 6
obo	obo:UBERON_0008854	root of molar tooth	root of molar tooth	root of molar tooth
obo	obo:UBERON_0016896	periosteum of long bone	periosteum of long bone	periosteum of long bone
obo	obo:UBERON_0003426	dermis adipose tissue	dermis adipose tissue	dermis adipose tissue
obo	obo:UBERON_0005126	metanephric S1	metanephric S1	metanephric S1
obo	obo:UBERON_0034710	spinal cord ventricular layer	spinal cord ventricular layer	spinal cord ventricular layer
obo	obo:UBERON_2001994	gill raker row	gill raker row	gill raker row
obo	obo:UBERON_0009551	distal segment of digit	distal segment of digit	distal segment of digit
obo	obo:UBERON_0003866	middle phalanx of pes	middle phalanx of pes	middle phalanx of pes
obo	obo:UBERON_0018601	lower central incisor tooth	lower central incisor tooth	lower central incisor tooth
obo	obo:UBERON_6001056	presumptive embryonic/larval central nervous system	presumptive embryonic/larval central nervous system	presumptive embryonic/larval central nervous system
obo	obo:UBERON_0012471	hepatogastric ligament	hepatogastric ligament	hepatogastric ligament
obo	obo:UBERON_0009991	lateral condyle of tibia	lateral condyle of tibia	lateral condyle of tibia
obo	obo:PATO_0002507	keratinous	keratinous	keratinous
obo	obo:UBERON_0006145	dorsal digital artery of pes	dorsal digital artery of pes	dorsal digital artery of pes
obo	obo:UBERON_0014780	palatine aponeurosis	palatine aponeurosis	palatine aponeurosis
obo	obo:UBERON_0034667	obsolete regional part of lumbar spinal cord dorsal horn	obsolete regional part of lumbar spinal cord dorsal horn	obsolete regional part of lumbar spinal cord dorsal horn
obo	obo:UBERON_0004029	canal of Schlemm	canal of Schlemm	canal of Schlemm
obo	obo:UBERON_0016480	interlobular stroma of liver	interlobular stroma of liver	interlobular stroma of liver
obo	obo:UBERON_2001913	pharyngobranchial 4 element	pharyngobranchial 4 element	pharyngobranchial 4 element
obo	obo:UBERON_0014738	medial pallium	medial pallium	medial pallium
obo	obo:UBERON_0009747	tail fold of embryonic disc	tail fold of embryonic disc	tail fold of embryonic disc
obo	obo:UBERON_0035925	central sulcus of insula	central sulcus of insula	central sulcus of insula
obo	obo:UBERON_3010489	muscular artery	muscular artery	muscular artery
obo	obo:UBERON_0002074	hair shaft	hair shaft	hair shaft
obo	obo:UBERON_0009910	posterior lateral plate mesoderm	posterior lateral plate mesoderm	posterior lateral plate mesoderm
obo	obo:UBERON_0000374	UBERON_0000374	UBERON_0000374	UBERON_0000374
obo	obo:UBERON_3000671	anterolateral process of hyoid plate	anterolateral process of hyoid plate	anterolateral process of hyoid plate
obo	obo:UBERON_0026386	lumbar spinal cord white matter	lumbar spinal cord white matter	lumbar spinal cord white matter
obo	obo:UBERON_0013074	cornual diverticulum	cornual diverticulum	cornual diverticulum
obo	obo:UBERON_0011374	prepuce	prepuce	prepuce
obo	obo:UBERON_2005074	central cardiac conduction system	central cardiac conduction system	central cardiac conduction system
obo	obo:UBERON_2000771	hypaxial region somite 22	hypaxial region somite 22	hypaxial region somite 22
obo	obo:UBERON_0005438	coronary sinus	coronary sinus	coronary sinus
obo	obo:UBERON_3010652	ramules nasalis lateralis	ramules nasalis lateralis	ramules nasalis lateralis
obo	obo:UBERON_0005480	superior orbital fissure	superior orbital fissure	superior orbital fissure
obo	obo:UBERON_0003010	lateral pes lemniscus	lateral pes lemniscus	lateral pes lemniscus
obo	obo:UBERON_0007717	sacral subsegment of spinal cord	sacral subsegment of spinal cord	sacral subsegment of spinal cord
obo	obo:UBERON_0005322	mesonephric nephron	mesonephric nephron	mesonephric nephron
obo	obo:UBERON_0001310	umbilical artery	umbilical artery	umbilical artery
obo	obo:UBERON_0001587	subclavian vein	subclavian vein	subclavian vein
obo	obo:UBERON_0001469	sternoclavicular joint	sternoclavicular joint	sternoclavicular joint
obo	obo:UBERON_4100008	pedal claws	pedal claws	pedal claws
obo	obo:UBERON_0004875	nephrogenic cord	nephrogenic cord	nephrogenic cord
obo	obo:UBERON_0001750	lacrimal apparatus	lacrimal apparatus	lacrimal apparatus
obo	obo:UBERON_0006575	mantle	mantle	mantle
obo	obo:UBERON_0030242	obsolete predominantly gray regional part of pulvinar	obsolete predominantly gray regional part of pulvinar	obsolete predominantly gray regional part of pulvinar
obo	obo:UBERON_0003856	uncondensed odontogenic mesenchyme	uncondensed odontogenic mesenchyme	uncondensed odontogenic mesenchyme
obo	obo:UBERON_0006373	perihilar interstitium	perihilar interstitium	perihilar interstitium
obo	obo:UBERON_0004225	respiratory system smooth muscle	respiratory system smooth muscle	respiratory system smooth muscle
obo	obo:UBERON_2002119	dermal scale focus	dermal scale focus	dermal scale focus
obo	obo:UBERON_0001506	brachialis muscle	brachialis muscle	brachialis muscle
obo	obo:UBERON_4300090	X bone	X bone	X bone
obo	obo:UBERON_0003206	obsolete apophysis	obsolete apophysis	obsolete apophysis
obo	obo:UBERON_0002525	brachial lymph node	brachial lymph node	brachial lymph node
obo	obo:UBERON_0035154	dorsolateral prefrontal cortex layer 2	dorsolateral prefrontal cortex layer 2	dorsolateral prefrontal cortex layer 2
obo	obo:UBERON_6005830	Bolwig organ primordium	Bolwig organ primordium	Bolwig organ primordium
